5.64472e-035,5.64472e-035,5.64472e-035,5.64472e-035,5.64472e-035,5.64472e-035,5.64472e-035,5.64472e-035,5.64472e-035,5.64472e-035,5.64472e-035,5.64472e-035,5.64472e-035,5.64472e-035,
1.38793e-028,1.38793e-028,1.38793e-028,1.38793e-028,1.38793e-028,1.38793e-028,1.38793e-028,1.38793e-028,1.38793e-028,1.38793e-028,1.38793e-028,1.38793e-028,1.38793e-028,1.38793e-028,
6.12776e-028,6.12776e-028,6.12776e-028,6.12776e-028,6.12776e-028,6.12776e-028,6.12776e-028,6.12776e-028,6.12776e-028,6.12776e-028,6.12776e-028,6.12776e-028,6.12776e-028,6.12776e-028,
1.64176e-027,1.64176e-027,1.64176e-027,1.64176e-027,1.64176e-027,1.64176e-027,1.64176e-027,1.64176e-027,1.64176e-027,1.64176e-027,1.64176e-027,1.64176e-027,1.64176e-027,1.64176e-027,
3.83364e-027,3.83364e-027,3.83364e-027,3.83364e-027,3.83364e-027,3.83364e-027,3.83364e-027,3.83364e-027,3.83364e-027,3.83364e-027,3.83364e-027,3.83364e-027,3.83364e-027,3.83364e-027,
9.08322e-027,9.08322e-027,9.08322e-027,9.08322e-027,9.08322e-027,9.08322e-027,9.08322e-027,9.08322e-027,9.08322e-027,9.08322e-027,9.08322e-027,9.08322e-027,9.08322e-027,9.08322e-027,
2.53973e-026,2.53973e-026,2.53973e-026,2.53973e-026,2.53973e-026,2.53973e-026,2.53973e-026,2.53973e-026,2.53973e-026,2.53973e-026,2.53973e-026,2.53973e-026,2.53973e-026,2.53973e-026,
1.20581e-025,1.20581e-025,1.20581e-025,1.20581e-025,1.20581e-025,1.20581e-025,1.20581e-025,1.20581e-025,1.20581e-025,1.20581e-025,1.20581e-025,1.20581e-025,1.20581e-025,1.20581e-025,
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
1.55797e-025,1.55797e-025,1.55797e-025,1.55797e-025,1.55797e-025,1.55797e-025,1.55797e-025,1.55797e-025,1.55797e-025,1.55797e-025,1.55797e-025,1.55797e-025,1.55797e-025,1.55797e-025,
4.29719e-026,4.29719e-026,4.29719e-026,4.29719e-026,4.29719e-026,4.29719e-026,4.29719e-026,4.29719e-026,4.29719e-026,4.29719e-026,4.29719e-026,4.29719e-026,4.29719e-026,4.29719e-026,
2.07529e-026,2.07529e-026,2.07529e-026,2.07529e-026,2.07529e-026,2.07529e-026,2.07529e-026,2.07529e-026,2.07529e-026,2.07529e-026,2.07529e-026,2.07529e-026,2.07529e-026,2.07529e-026,
1.25834e-026,1.25834e-026,1.25834e-026,1.25834e-026,1.25834e-026,1.25834e-026,1.25834e-026,1.25834e-026,1.25834e-026,1.25834e-026,1.25834e-026,1.25834e-026,1.25834e-026,1.25834e-026,
8.58867e-027,8.58867e-027,8.58867e-027,8.58867e-027,8.58867e-027,8.58867e-027,8.58867e-027,8.58867e-027,8.58867e-027,8.58867e-027,8.58867e-027,8.58867e-027,8.58867e-027,8.58867e-027,
6.30764e-027,6.30764e-027,6.30764e-027,6.30764e-027,6.30764e-027,6.30764e-027,6.30764e-027,6.30764e-027,6.30764e-027,6.30764e-027,6.30764e-027,6.30764e-027,6.30764e-027,6.30764e-027,
4.8987e-027,4.8987e-027,4.8987e-027,4.8987e-027,4.8987e-027,4.8987e-027,4.8987e-027,4.8987e-027,4.8987e-027,4.8987e-027,4.8987e-027,4.8987e-027,4.8987e-027,4.8987e-027,
3.92776e-027,3.92776e-027,3.92776e-027,3.92776e-027,3.92776e-027,3.92776e-027,3.92776e-027,3.92776e-027,3.92776e-027,3.92776e-027,3.92776e-027,3.92776e-027,3.92776e-027,3.92776e-027,
3.23633e-027,3.23633e-027,3.23633e-027,3.23633e-027,3.23633e-027,3.23633e-027,3.23633e-027,3.23633e-027,3.23633e-027,3.23633e-027,3.23633e-027,3.23633e-027,3.23633e-027,3.23633e-027,
2.72756e-027,2.72756e-027,2.72756e-027,2.72756e-027,2.72756e-027,2.72756e-027,2.72756e-027,2.72756e-027,2.72756e-027,2.72756e-027,2.72756e-027,2.72756e-027,2.72756e-027,2.72756e-027,
2.32879e-027,2.32879e-027,2.32879e-027,2.32879e-027,2.32879e-027,2.32879e-027,2.32879e-027,2.32879e-027,2.32879e-027,2.32879e-027,2.32879e-027,2.32879e-027,2.32879e-027,2.32879e-027,
2.03919e-027,2.03919e-027,2.03919e-027,2.03919e-027,2.03919e-027,2.03919e-027,2.03919e-027,2.03919e-027,2.03919e-027,2.03919e-027,2.03919e-027,2.03919e-027,2.03919e-027,2.03919e-027,
1.79808e-027,1.79808e-027,1.79808e-027,1.79808e-027,1.79808e-027,1.79808e-027,1.79808e-027,1.79808e-027,1.79808e-027,1.79808e-027,1.79808e-027,1.79808e-027,1.79808e-027,1.79808e-027,
1.57828e-027,1.57828e-027,1.57828e-027,1.57828e-027,1.57828e-027,1.57828e-027,1.57828e-027,1.57828e-027,1.57828e-027,1.57828e-027,1.57828e-027,1.57828e-027,1.57828e-027,1.57828e-027,
1.43022e-027,1.43022e-027,1.43022e-027,1.43022e-027,1.43022e-027,1.43022e-027,1.43022e-027,1.43022e-027,1.43022e-027,1.43022e-027,1.43022e-027,1.43022e-027,1.43022e-027,1.43022e-027,
8.52461e-015,8.52461e-015,8.52461e-015,8.52461e-015,8.52461e-015,8.52461e-015,8.52461e-015,8.52461e-015,8.52461e-015,8.52461e-015,8.52461e-015,8.52461e-015,8.52461e-015,8.52461e-015,
1.1695e-027,1.1695e-027,1.1695e-027,1.1695e-027,1.1695e-027,1.1695e-027,1.1695e-027,1.1695e-027,1.1695e-027,1.1695e-027,1.1695e-027,1.1695e-027,1.1695e-027,1.1695e-027,
1.06465e-027,1.06465e-027,1.06465e-027,1.06465e-027,1.06465e-027,1.06465e-027,1.06465e-027,1.06465e-027,1.06465e-027,1.06465e-027,1.06465e-027,1.06465e-027,1.06465e-027,1.06465e-027,
9.74157e-028,9.74157e-028,9.74157e-028,9.74157e-028,9.74157e-028,9.74157e-028,9.74157e-028,9.74157e-028,9.74157e-028,9.74157e-028,9.74157e-028,9.74157e-028,9.74157e-028,9.74157e-028,
