-1.36002e-015,0,1.36002e-015,0,-1.36002e-015,0,1.36002e-015,0,-1.36002e-015,0,1.36002e-015,0,-1.36002e-015,0,1.36002e-015,0,-1.36002e-015,0,1.36002e-015,0,-1.36002e-015,0,1.36002e-015,0,-1.36002e-015,0,1.36002e-015,0,-1.36002e-015,0,1.36002e-015,0,-1.36002e-015,0,1.36002e-015,0,-1.36002e-015,0,1.36002e-015,0,-1.36002e-015,0,1.36002e-015,0,-1.36002e-015,0,1.36002e-015,0,
2.13549e-012,-7.24421e-015,-1.97282e-012,8.13488e-013,1.51101e-012,-1.51257e-012,-8.23952e-013,1.97614e-012,4.41314e-015,-2.12993e-012,8.12655e-013,1.9716e-012,-1.50679e-012,-1.50427e-012,1.96716e-012,8.13072e-013,-2.13764e-012,3.10862e-015,1.96908e-012,-8.14959e-013,-1.50868e-012,1.51434e-012,8.20455e-013,-1.96877e-012,1.83187e-015,2.13351e-012,-8.14404e-013,-1.96934e-012,1.51024e-012,1.50538e-012,-1.97091e-012,-8.20816e-013,2.1291e-012,-3.4972e-015,-1.96934e-012,8.09935e-013,1.50152e-012,-1.5144e-012,-8.11157e-013,1.9713e-012,-1.11022e-015,-2.13603e-012,8.21343e-013,1.96866e-012,-1.51779e-012,-1.51776e-012,1.96994e-012,8.06494e-013,
-4.66294e-015,-4.48526e-012,3.16913e-012,3.17013e-012,-4.47899e-012,4.16334e-016,3.16694e-012,-3.16955e-012,-1.36002e-015,4.48013e-012,-3.17019e-012,-3.16619e-012,4.48216e-012,-4.44089e-016,-3.16605e-012,3.16897e-012,-4.82947e-015,-4.48737e-012,3.17504e-012,3.16386e-012,-4.47715e-012,-3.77476e-015,3.17088e-012,-3.16983e-012,4.02456e-015,4.47333e-012,-3.16833e-012,-3.17274e-012,4.48325e-012,-9.04832e-015,-3.16411e-012,3.15981e-012,-4.71845e-016,-4.48416e-012,3.17291e-012,3.16883e-012,-4.47984e-012,-7.54952e-015,3.16477e-012,-3.17232e-012,-4.69069e-015,4.47277e-012,-3.16888e-012,-3.17668e-012,4.4856e-012,-1.83187e-015,-3.16486e-012,3.16264e-012,
-7.33768e-012,3.69149e-015,2.80659e-012,-6.77305e-012,5.19243e-012,5.20339e-012,-6.77458e-012,2.81131e-012,1.94289e-016,-7.32596e-012,6.78003e-012,2.82135e-012,-5.18041e-012,5.18477e-012,-2.79787e-012,-6.76485e-012,7.33985e-012,1.35725e-014,-2.8032e-012,6.78428e-012,-5.17986e-012,-5.1707e-012,6.78068e-012,-2.79229e-012,-1.83187e-015,7.35097e-012,-6.78205e-012,-2.79685e-012,5.19534e-012,-5.18502e-012,2.80559e-012,6.78881e-012,-7.33217e-012,5.57887e-015,2.79418e-012,-6.76065e-012,5.16706e-012,5.19301e-012,-6.7709e-012,2.81994e-012,-2.01505e-014,-7.31804e-012,6.76297e-012,2.80842e-012,-5.2012e-012,5.19881e-012,-2.82904e-012,-6.77916e-012,
9.6867e-015,1.12086e-011,-1.12044e-011,-6.93889e-016,6.41154e-015,-1.121e-011,1.12135e-011,5.82867e-016,9.24261e-015,1.12054e-011,-1.12059e-011,-1.19349e-015,3.88578e-015,-1.12081e-011,1.12057e-011,-4.55191e-015,2.44249e-015,1.12141e-011,-1.12171e-011,-6.02296e-015,-2.83107e-015,-1.12097e-011,1.11978e-011,-4.32987e-015,-1.08247e-015,1.12047e-011,-1.12203e-011,-1.49325e-014,-9.15934e-016,-1.12141e-011,1.11954e-011,-1.01863e-014,-1.77636e-015,1.11987e-011,-1.12165e-011,-1.1241e-014,6.66134e-015,-1.12153e-011,1.12044e-011,-9.82547e-015,1.97065e-015,1.12008e-011,-1.12072e-011,-1.01308e-014,1.33227e-014,-1.12192e-011,1.1222e-011,-8.79852e-015,
1.72549e-011,-1.31284e-014,6.59045e-012,1.59313e-011,-1.22053e-011,1.22016e-011,-1.59381e-011,-6.59287e-012,-1.04639e-014,-1.72522e-011,1.59456e-011,-6.61268e-012,1.221e-011,1.22136e-011,-6.60896e-012,1.59597e-011,-1.72612e-011,1.55431e-015,-6.60741e-012,-1.59391e-011,1.21957e-011,-1.21913e-011,1.59256e-011,6.599e-012,-3.21965e-015,1.7237e-011,-1.59245e-011,6.60108e-012,-1.21863e-011,-1.21936e-011,6.60358e-012,-1.59411e-011,1.72531e-011,-1.87905e-014,6.60919e-012,1.59266e-011,-1.22004e-011,1.2193e-011,-1.59497e-011,-6.62589e-012,-5.05151e-015,-1.72774e-011,1.59384e-011,-6.62601e-012,1.21857e-011,1.21843e-011,-6.60688e-012,1.59183e-011,
-2.04559e-014,-2.88636e-011,2.03929e-011,-2.0414e-011,2.88629e-011,-1.04639e-014,2.04119e-011,2.04022e-011,-4.27436e-015,2.88546e-011,-2.04027e-011,2.0385e-011,-2.88451e-011,-6.52256e-015,-2.0389e-011,-2.03907e-011,-1.3739e-014,-2.88243e-011,2.03917e-011,-2.03924e-011,2.88548e-011,-2.09555e-014,2.04439e-011,2.0399e-011,3.98015e-014,2.8889e-011,-2.04039e-011,2.04265e-011,-2.88723e-011,3.85803e-015,-2.03788e-011,-2.04188e-011,3.13083e-014,-2.88333e-011,2.04022e-011,-2.03748e-011,2.88111e-011,1.42386e-014,2.03655e-011,2.03882e-011,1.71529e-014,2.88343e-011,-2.03709e-011,2.04305e-011,-2.88437e-011,4.78506e-014,-2.04035e-011,-2.03953e-011,
-6.28995e-011,-7.30249e-014,-5.81077e-011,-2.41545e-011,-4.44443e-011,-4.45463e-011,-2.40167e-011,-5.81392e-011,5.24303e-014,-6.29156e-011,2.41059e-011,-5.81004e-011,4.44594e-011,-4.44743e-011,5.80576e-011,-2.41098e-011,6.28448e-011,-7.87426e-014,5.80844e-011,2.39942e-011,4.44546e-011,4.44164e-011,2.40901e-011,5.8059e-011,3.611e-014,6.28309e-011,-2.40418e-011,5.80344e-011,-4.4447e-011,4.44163e-011,-5.80571e-011,2.40389e-011,-6.28079e-011,1.63758e-014,-5.80256e-011,-2.40248e-011,-4.43943e-011,-4.44362e-011,-2.40245e-011,-5.8076e-011,2.15383e-014,-6.28663e-011,2.40684e-011,-5.80938e-011,4.45139e-011,-4.44692e-011,5.81451e-011,-2.40577e-011,
-7.41245e-010,-128,-7.67726e-010,-128,-7.94199e-010,-128,-8.20672e-010,-128,-8.47146e-010,-128,-8.73621e-010,-128,-9.00095e-010,-128,-9.26567e-010,-128,-9.53051e-010,-128,-9.79536e-010,-128,-1.00601e-009,-128,-1.03248e-009,-128,-1.05895e-009,-128,-1.08543e-009,-128,-1.1119e-009,-128,-1.13838e-009,-128,-1.16484e-009,-128,-1.1913e-009,-128,-1.21777e-009,-128,-1.24425e-009,-128,-1.27072e-009,-128,-1.29718e-009,-128,-1.32367e-009,-128,-1.35015e-009,-128,
-7.16189e-011,1.21403e-013,-6.61539e-011,2.74623e-011,-5.06538e-011,5.06327e-011,-2.74502e-011,6.61086e-011,-9.06497e-014,7.15502e-011,2.7279e-011,6.60985e-011,5.04546e-011,5.0627e-011,6.59755e-011,2.74298e-011,7.13925e-011,6.8362e-014,6.59861e-011,-2.72977e-011,5.05107e-011,-5.04335e-011,2.73492e-011,-6.5924e-011,4.21885e-015,-7.13613e-011,-2.73144e-011,-6.59113e-011,-5.05108e-011,-5.03959e-011,-6.60102e-011,-2.72172e-011,-7.14474e-011,1.36113e-013,-6.60229e-011,2.74475e-011,-5.05759e-011,5.06233e-011,-2.74252e-011,6.60899e-011,-1.04e-013,7.15139e-011,2.71942e-011,6.60851e-011,5.03976e-011,5.05864e-011,6.58796e-011,2.74014e-011,
